step,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
230,40611.22,C1617773163,0.0,0.0,C478307499,0.0,40611.22,1,0,1,0,0,0
18,17161.71,C63846586,30223.0,13061.29,M598738588,0.0,0.0,0,0,0,0,1,0
262,68230.32,C1513903676,68230.32,0.0,C903739271,0.0,68230.32,1,0,1,0,0,0
271,642364.74,C1813153162,642364.74,0.0,C1755920310,0.0,0.0,1,0,0,0,0,1
482,75659.33,C807173004,75659.33,0.0,C1577384296,0.0,0.0,1,0,0,0,0,1
132,11277.94,C696760388,71092.0,59814.06,M259672754,0.0,0.0,0,0,0,0,1,0
626,55740.39,C1190793859,55740.39,0.0,C31746489,0.0,0.0,1,0,0,0,0,1
7,416.8,C1102860315,9081.0,8664.2,M1622054159,0.0,0.0,0,0,0,0,1,0
45,357836.57,C198543509,357836.57,0.0,C824285986,51217.85,409054.43,1,0,1,0,0,0
273,296212.67,C933352682,296212.67,0.0,C796842245,0.0,0.0,1,0,0,0,0,1
567,3596.83,C951711545,3596.83,0.0,C1106131207,0.0,0.0,1,0,0,0,0,1
44,155581.65,C1570874260,25596.0,0.0,C230934063,0.0,155581.65,0,0,1,0,0,0
635,438394.67,C1562094367,438394.67,0.0,C126693066,0.0,438394.67,1,0,1,0,0,0
13,33889.46,C208017494,121783.0,87893.54,M1640179129,0.0,0.0,0,0,0,0,1,0
701,644314.67,C1396855009,644314.67,0.0,C387448117,0.0,0.0,1,0,0,0,0,1
187,1879.6,C608287357,0.0,0.0,M1646757651,0.0,0.0,0,0,0,0,1,0
403,191747.08,C2077406262,0.0,0.0,C1429327156,3552364.16,3744111.24,0,0,1,0,0,0
205,216179.15,C1863683348,216179.15,0.0,C1011918912,0.0,0.0,1,0,0,0,0,1
474,149975.43,C1846777916,149975.43,0.0,C1899546171,298776.08,448751.51,1,0,1,0,0,0
646,43071.62,C1262709265,43071.62,0.0,C1378862826,21624.42,64696.03,1,0,1,0,0,0
397,9660.69,C1554358988,40859.0,31198.31,M811470414,0.0,0.0,0,0,0,0,1,0
399,205170.29,C1059269221,205170.29,0.0,C1610878503,0.0,0.0,1,0,0,0,0,1
644,70669.49,C889625469,70669.49,0.0,C778459251,1610179.68,1680849.17,1,0,1,0,0,0
399,22935.49,C783847324,0.0,0.0,M1243451963,0.0,0.0,0,0,0,0,1,0
214,135490.19,C676193531,21288.0,0.0,C1550393379,1820159.8,1955649.99,0,0,1,0,0,0
137,202206.67,C1428577059,425.0,0.0,C538466941,524687.06,726893.73,0,0,1,0,0,0
580,282500.69,C750260053,282500.69,0.0,C1495197432,27806.82,310307.51,1,0,1,0,0,0
36,69115.83,C1512225070,513898.0,444782.17,C2119588421,456471.68,978226.32,0,0,1,0,0,0
615,56510.5,C956959892,56510.5,0.0,C582952352,0.0,0.0,1,0,0,0,0,1
356,41667.86,C1033284202,99972.0,141639.86,C526351913,110879.06,69211.19,0,0,0,0,0,0
256,3152.02,C2029048347,0.0,0.0,M1731728070,0.0,0.0,0,0,0,0,1,0
137,57704.08,C1357610594,0.0,0.0,C687543007,161135.74,218839.81,0,0,1,0,0,0
572,82504.16,C149758209,82504.16,0.0,C519616178,0.0,0.0,1,0,0,0,0,1
144,343999.8,C1079154167,343999.8,0.0,C385675312,33423.37,377423.17,1,0,1,0,0,0
94,9825.7,C1277906861,51540.0,41714.3,M13515299,0.0,0.0,0,0,0,0,1,0
302,10273.75,C1138299645,588202.03,577928.27,M922404308,0.0,0.0,0,0,0,0,1,0
37,528597.2,C624206261,11420.0,540017.2,C1195875642,691712.54,163115.34,0,0,0,0,0,0
281,7133.97,C1197449290,7133.97,0.0,C1092639004,123209.16,130343.13,1,0,1,0,0,0
578,60633.76,C1469444378,60633.76,0.0,C295334131,164662.14,225295.9,1,0,1,0,0,0
375,6589.11,C1099338371,25270.0,18680.89,M718554124,0.0,0.0,0,0,0,0,1,0
328,152591.53,C505538389,0.0,0.0,C332983899,653218.39,805809.92,0,0,0,0,0,1
274,379057.93,C1259154516,379057.93,0.0,C605861761,0.0,0.0,1,0,0,0,0,1
742,652993.91,C1614818636,652993.91,0.0,C362803701,0.0,652993.91,1,0,1,0,0,0
287,223730.4,C2056953445,223730.4,0.0,C685901539,3375498.7,3599229.1,1,0,1,0,0,0
208,131261.23,C1583495831,131261.23,0.0,C1452204063,0.0,0.0,1,0,0,0,0,1
302,281415.01,C981849762,0.0,0.0,C1682290655,972953.9,1254368.91,0,0,0,0,0,1
81,82527.13,C728143038,82527.13,0.0,C1407664911,397267.85,479794.98,1,0,1,0,0,0
21,158299.34,C179332971,158299.34,0.0,C631110333,36152.54,271369.74,1,0,1,0,0,0
583,1583.28,C538660797,1583.28,0.0,C595029020,826666.86,828250.14,1,0,1,0,0,0
31,21516.38,C939116023,21516.38,0.0,C1335084969,900122.84,921639.22,1,0,1,0,0,0
349,160284.78,C1414939236,120281.21,0.0,C336398254,229167.07,389451.85,0,0,1,0,0,0
628,385207.12,C220460934,385207.12,0.0,C475338087,0.0,385207.12,1,0,1,0,0,0
180,221301.98,C423890891,0.0,0.0,C945736951,321169.0,542470.98,0,0,1,0,0,0
385,620512.76,C580395183,620512.76,0.0,C399005937,0.0,0.0,1,0,0,0,0,1
20,9649.43,C1219976744,10214.98,565.54,M449574177,0.0,0.0,0,0,0,0,1,0
280,3372.1,C415191576,0.0,0.0,M765448575,0.0,0.0,0,0,0,0,1,0
284,498747.55,C1358700061,498747.55,0.0,C705797275,0.0,0.0,1,0,0,0,0,1
586,245991.5,C1152264725,245991.5,0.0,C552488033,54630.66,300622.16,1,0,1,0,0,0
370,15451.98,C797153342,62048.0,46596.02,M348440127,0.0,0.0,0,0,0,0,1,0
379,56035.4,C1083576566,70738.0,14702.6,C1740427005,888042.29,944077.68,0,0,1,0,0,0
154,20551.9,C25993211,0.0,0.0,C1505217516,807406.96,827958.86,0,0,1,0,0,0
402,285373.43,C1415995680,50888.0,0.0,C1203010854,525043.15,810416.57,0,0,1,0,0,0
355,8432.44,C1278210078,2112.0,0.0,M1873679129,0.0,0.0,0,0,0,0,1,0
283,134730.13,C173472883,0.0,0.0,C1735899211,576265.2,710995.32,0,0,1,0,0,0
326,3114.44,C1365293790,159.0,0.0,M673944487,0.0,0.0,0,0,0,0,1,0
43,10179.89,C744786530,30782.0,20602.11,C314121877,111386.0,0.0,0,0,1,0,0,0
736,53315.31,C810591075,53315.31,0.0,C1614619549,0.0,53315.31,1,0,1,0,0,0
213,7371.19,C1738722439,0.0,0.0,M367561531,0.0,0.0,0,0,0,0,1,0
97,38232.84,C532945710,0.0,0.0,M1205270619,0.0,0.0,0,0,0,0,1,0
378,28596.45,C1802566073,0.0,0.0,C547383467,980546.2,1009142.65,0,0,1,0,0,0
665,290491.12,C1428518412,290491.12,0.0,C875460350,0.0,0.0,1,0,0,0,0,1
582,181543.89,C1075053079,181543.89,0.0,C875621777,0.0,181543.89,1,0,1,0,0,0
141,207729.14,C887207695,0.0,0.0,C686667610,222942.57,430671.7,0,0,0,0,0,1
79,664992.86,C2021935445,664992.86,0.0,C332249974,0.0,0.0,1,0,0,0,0,1
176,351332.16,C1773992583,351332.16,0.0,C1305245838,0.0,0.0,1,0,0,0,0,1
388,20393.12,C1860777745,20393.12,0.0,C2094058620,0.0,0.0,1,0,0,0,0,1
398,16206.99,C530051554,0.0,0.0,M2073358674,0.0,0.0,0,0,0,0,1,0
275,21323.28,C498498940,21323.28,0.0,C490070900,0.0,0.0,1,0,0,0,0,1
554,346795.44,C1744798972,346795.44,0.0,C815065594,0.0,0.0,1,0,0,0,0,1
496,30171.95,C1936176559,30171.95,0.0,C892298445,0.0,0.0,1,0,0,0,0,1
212,165925.37,C692577910,165925.37,0.0,C36794671,3390123.05,3556048.41,1,0,1,0,0,0
39,18887.0,C725825783,18887.0,0.0,C236787500,0.0,0.0,1,0,0,0,0,1
324,362837.15,C981578814,362837.15,0.0,C509990885,137964.62,500801.77,1,0,1,0,0,0
569,176626.77,C2077002700,176626.77,0.0,C1412132938,3939114.73,4115741.5,1,0,1,0,0,0
286,305433.05,C988496653,0.0,0.0,C487259457,4090255.5,4395688.55,0,0,1,0,0,0
579,32372.82,C148685565,32372.82,0.0,C2026565433,0.0,32372.82,1,0,1,0,0,0
309,222694.08,C1931470495,222694.08,0.0,C1495297398,0.0,222694.08,1,0,1,0,0,0
688,185787.92,C1004902645,9074.0,0.0,C1414328535,520132.21,705920.13,0,0,1,0,0,0
235,25664.52,C1535999370,42866.0,17201.48,M1148894698,0.0,0.0,0,0,0,0,1,0
167,2644.06,C488701751,0.0,0.0,M867741393,0.0,0.0,0,0,0,0,1,0
397,21373.59,C1637429818,10975.0,0.0,M1347026269,0.0,0.0,0,0,0,0,1,0
109,94613.12,C776792146,94613.12,0.0,C282454606,0.0,0.0,1,0,0,0,0,1
522,136728.94,C329921599,2926.82,0.0,C1329248322,2289763.62,2426492.56,0,0,1,0,0,0
162,6874.48,C1174051856,0.0,0.0,M1019578159,0.0,0.0,0,0,0,0,1,0
394,163191.22,C2079333440,392.0,163583.22,C675589827,469649.44,306458.22,0,0,0,0,0,0
45,213983.59,C578474227,213983.59,0.0,C265601701,0.0,213983.59,1,0,1,0,0,0
404,196582.64,C1800297582,0.0,0.0,C1594100583,3729572.99,3926155.63,0,0,1,0,0,0
36,156958.74,C1303945218,379.0,157337.74,C1770361511,122308.6,0.0,0,0,0,0,0,0
353,22243.84,C99943133,0.0,0.0,M1942208423,0.0,0.0,0,0,0,0,1,0
227,239348.58,C328510348,0.0,0.0,C1883585083,1041081.11,1280429.69,0,0,1,0,0,0
336,2317.82,C803034423,8715.0,6397.18,M1354962032,0.0,0.0,0,0,0,0,1,0
7,6448.86,C1881296433,0.0,0.0,C1682264452,82520.0,0.0,0,0,1,0,0,0
138,226339.49,C1732667870,9000.0,235339.49,C1094451171,752193.07,526456.96,0,0,0,0,0,0
326,829645.3,C1555099712,829645.3,0.0,C846177864,0.0,829645.3,1,0,1,0,0,0
455,332.36,C1803700149,332.36,0.0,C1702786373,195086.54,195418.9,1,0,1,0,0,0
119,224913.14,C877672852,224913.14,0.0,C409358964,0.0,0.0,1,0,0,0,0,1
138,8159.49,C1711201666,135359.0,127199.51,M251929064,0.0,0.0,0,0,0,0,1,0
9,371895.78,C1927279144,0.0,0.0,C103357744,556963.84,882268.99,0,0,1,0,0,0
13,127489.51,C1642603348,10303.0,137792.51,C1611427359,1882597.2,1520688.78,0,0,0,0,0,0
235,73228.46,C1967235747,728.0,0.0,C1658643047,473328.01,546556.47,0,0,1,0,0,0
12,11878.29,C521153988,671049.2,659170.91,M826107972,0.0,0.0,0,0,0,0,1,0
402,33071.8,C1354613692,102902.0,69830.2,M1730569092,0.0,0.0,0,0,0,0,1,0
195,594229.77,C1951866325,594229.77,0.0,C1961052660,823098.06,1417327.83,1,0,1,0,0,0
163,138332.58,C2070198708,106164.19,0.0,C582519121,2010235.59,2148568.17,0,0,1,0,0,0
59,9748.89,C383165349,9748.89,0.0,C868497487,180869.12,190618.01,1,0,1,0,0,0
83,24412.07,C451805271,24412.07,0.0,C75671301,1564103.49,1588515.56,1,0,1,0,0,0
697,620791.47,C1305407743,620791.47,0.0,C910082449,0.0,0.0,1,0,0,0,0,1
182,32022.42,C715977347,0.0,0.0,M1086587299,0.0,0.0,0,0,0,0,1,0
369,3658.92,C1779344288,88026.0,84367.08,M1761143286,0.0,0.0,0,0,0,0,1,0
415,191834.14,C728560783,191834.14,0.0,C662256008,105924.3,297758.43,1,0,1,0,0,0
152,389275.23,C1566001424,389275.23,0.0,C421137084,0.0,0.0,1,0,0,0,0,1
387,245970.86,C174478461,245970.86,0.0,C1779281480,0.0,0.0,1,0,0,0,0,1
648,398045.73,C1389887414,398045.73,0.0,C452478400,0.0,0.0,1,0,0,0,0,1
332,169820.21,C613378014,19334.0,0.0,C1009933145,29796.22,199616.44,0,0,1,0,0,0
138,142266.7,C6354837,0.0,0.0,C386724472,1318063.89,1243239.8,0,0,1,0,0,0
139,358192.33,C1793551815,0.0,0.0,C247530106,2437091.03,2795283.36,0,0,1,0,0,0
404,26782.4,C1623716152,382434.0,355651.6,M843470902,0.0,0.0,0,0,0,0,1,0
635,182739.36,C1691189343,182739.36,0.0,C654896050,2520763.27,2703502.63,1,0,1,0,0,0
177,250241.03,C1083601284,677042.65,927283.67,C1370456165,3143562.61,2893321.58,0,0,0,0,0,0
742,63416.99,C778071008,63416.99,0.0,C1812552860,0.0,0.0,1,0,0,0,0,1
570,9274.56,C125027888,9274.56,0.0,C200984272,0.0,0.0,1,0,0,0,0,1
302,103751.1,C1179759943,19792.0,0.0,C667467364,174185.9,277937.0,0,0,1,0,0,0
404,373322.87,C1753472917,373322.87,0.0,C101978061,112234.04,485556.91,1,0,1,0,0,0
372,81814.51,C1253505157,81814.51,0.0,C1241749238,203160.15,284974.66,1,0,1,0,0,0
569,15093.69,C1117819828,15093.69,0.0,C675389244,0.0,0.0,1,0,0,0,0,1
19,5293.76,C925525940,280375.89,275082.13,M1988782536,0.0,0.0,0,0,0,0,1,0
35,171788.82,C432562518,171788.82,0.0,C1529736160,19962.0,0.0,1,0,1,0,0,0
14,102202.09,C253914888,14964.0,0.0,C2066765030,4754.94,41558.08,0,0,1,0,0,0
138,13122.8,C981682912,12711.58,0.0,M1570678134,0.0,0.0,0,0,0,0,1,0
21,8210.38,C517366226,0.0,0.0,M1050156696,0.0,0.0,0,0,0,0,1,0
153,276844.22,C159769551,0.0,0.0,C516320010,738488.04,867435.1,0,0,1,0,0,0
234,264949.69,C1571743599,264949.69,0.0,C2115938599,0.0,264949.69,1,0,1,0,0,0
186,272857.15,C218172134,158406.0,0.0,C224564175,120168.57,393025.73,0,0,1,0,0,0
496,766151.45,C146839469,766151.45,0.0,C550372434,0.0,766151.45,1,0,1,0,0,0
634,458603.07,C1922018955,458603.07,0.0,C1621235594,0.0,0.0,1,0,0,0,0,1
255,404516.37,C1236027345,31453.0,0.0,C1985766849,0.0,404516.37,0,0,1,0,0,0
595,76732.89,C1422736429,76732.89,0.0,C420728464,0.0,0.0,1,0,0,0,0,1
49,2674.89,C770074906,6407.14,3732.25,M2040463368,0.0,0.0,0,0,0,0,1,0
381,132614.62,C214255477,0.0,0.0,C1079112144,2582475.55,2715090.17,0,0,0,0,0,1
402,128874.17,C1489457745,90225.0,0.0,C1027077770,0.0,128874.17,0,0,1,0,0,0
38,11393.85,C1581071000,0.0,0.0,M1407618828,0.0,0.0,0,0,0,0,1,0
614,797235.09,C1509490957,797235.09,0.0,C1619575537,0.0,0.0,1,0,0,0,0,1
717,116798.38,C1968923761,116798.38,0.0,C1287632280,0.0,0.0,1,0,0,0,0,1
351,256279.56,C1684914185,129111.0,0.0,C1975093908,88491.22,344770.77,0,0,1,0,0,0
9,9337.01,C487054798,0.0,0.0,M180027948,0.0,0.0,0,0,0,0,1,0
305,447589.21,C1554219817,447589.21,0.0,C1514839015,0.0,447589.21,1,0,1,0,0,0
155,237073.01,C1960688012,20133.0,257206.01,C1709491772,2526444.47,2289371.46,0,0,0,0,0,0
322,106481.6,C951693288,0.0,0.0,C686796216,1433027.96,1539509.57,0,0,1,0,0,0
394,38546.98,C544369255,729.0,0.0,C399074721,0.0,38546.98,0,0,1,0,0,0
22,379878.0,C1495269307,379878.0,0.0,C475345362,1301414.19,1681292.19,1,0,1,0,0,0
522,47475.37,C142380182,0.0,0.0,M155773118,0.0,0.0,0,0,0,0,1,0
135,197835.7,C2103725655,0.0,0.0,C1303295016,4025580.41,4984347.49,0,0,1,0,0,0
645,326250.51,C1592906945,326250.51,0.0,C379003317,83999.86,410250.38,1,0,1,0,0,0
325,107834.85,C1121795717,107834.85,0.0,C63022697,0.0,107834.85,1,0,1,0,0,0
66,126715.84,C935524807,126715.84,0.0,C1309332634,273157.93,399873.77,1,0,1,0,0,0
191,416284.7,C1635297602,416284.7,0.0,C1695795020,0.0,416284.7,1,0,1,0,0,0
190,265747.73,C1027432342,265747.73,0.0,C211740170,0.0,0.0,1,0,0,0,0,1
332,7966.41,C1070069937,270.0,0.0,C399443933,1768464.27,1776430.68,0,0,1,0,0,0
239,29849.53,C1936583816,10733.0,0.0,M2056860779,0.0,0.0,0,0,0,0,1,0
36,103056.0,C1859440956,103056.0,0.0,C1389963224,444182.13,547238.13,1,0,1,0,0,0
55,167715.53,C5594712,167715.53,0.0,C69798076,0.0,0.0,1,0,0,0,0,1
381,337285.05,C129965372,0.0,0.0,C1728172908,653120.9,990405.95,0,0,1,0,0,0
284,498747.55,C1268687725,498747.55,0.0,C1524935695,0.0,498747.55,1,0,1,0,0,0
683,93483.23,C1834440439,93483.23,0.0,C678733325,0.0,0.0,1,0,0,0,0,1
258,2995.29,C1197895489,0.0,0.0,M529751862,0.0,0.0,0,0,0,0,1,0
307,376367.26,C672988614,376367.26,0.0,C563840868,0.0,376367.26,1,0,1,0,0,0
398,505571.43,C994784827,505571.43,0.0,C516816901,167528.29,673099.71,1,0,1,0,0,0
352,166456.54,C960694906,166456.54,0.0,C1482523414,594341.07,760797.62,1,0,1,0,0,0
356,31250.71,C1004652991,40810.16,9559.45,M1347836945,0.0,0.0,0,0,0,0,1,0
522,14275.04,C1007478311,31115.0,16839.96,C1443436292,121942.99,136218.03,0,0,1,0,0,0
395,160416.55,C512601495,61106.0,0.0,C14241738,36427.04,196843.59,0,0,1,0,0,0
477,815297.9,C1885333477,815297.9,0.0,C742632200,0.0,0.0,1,0,0,0,0,1
260,5308.62,C1001960145,791.0,0.0,M1368403316,0.0,0.0,0,0,0,0,1,0
358,376059.27,C741331613,376059.27,0.0,C1388979353,0.0,0.0,1,0,0,0,0,1
154,442722.01,C1197049962,442722.01,0.0,C1656842502,0.0,0.0,1,0,0,0,0,1
12,17093.65,C2034068676,0.0,0.0,M1405089332,0.0,0.0,0,0,0,0,1,0
208,11858.21,C978736051,24838.0,12979.79,M2071472272,0.0,0.0,0,0,0,0,1,0
38,407005.78,C1948189565,0.0,0.0,C1059308371,0.0,407005.78,1,0,1,0,0,0
188,312971.23,C258594657,312971.23,0.0,C1714944517,689740.11,1002711.34,1,0,1,0,0,0
578,68755.57,C1864986190,68755.57,0.0,C1994735820,0.0,0.0,1,0,0,0,0,1
718,8851.38,C1231251587,8851.38,0.0,C1943166088,0.0,8851.38,1,0,1,0,0,0
403,2789.53,C1007535490,1537.0,0.0,M1215034957,0.0,0.0,0,0,0,0,1,0
118,167963.64,C994847262,167963.64,0.0,C1096030644,0.0,0.0,1,0,0,0,0,1
189,206517.28,C1273381931,0.0,0.0,C641329355,594568.85,801086.13,0,0,1,0,0,0
566,1828.6,C1848080177,1828.6,0.0,C760648951,615881.78,617710.37,1,0,1,0,0,0
34,80268.64,C296711306,15091.0,0.0,C1833289398,554056.74,634325.38,0,0,1,0,0,0
305,5539.87,C810447611,52563.0,47023.13,M708372682,0.0,0.0,0,0,0,0,1,0
181,11484.63,C799170283,10172.29,0.0,M1689526720,0.0,0.0,0,0,0,0,1,0
45,182242.1,C1967278029,529023.0,346780.9,C1739578995,154280.17,336522.27,0,0,1,0,0,0
400,113044.94,C1539014389,569.0,113613.94,C1729409088,224134.72,111089.78,0,0,0,0,0,0
130,21625.14,C1928675451,48704.0,27078.86,M2005244996,0.0,0.0,0,0,0,0,1,0
120,746518.21,C321390440,746518.21,0.0,C467067146,348702.45,1095220.66,1,0,1,0,0,0
372,21877.19,C1101685429,101920.0,80042.81,M1068461340,0.0,0.0,0,0,0,0,1,0
2,18627.02,C1375503918,18627.02,0.0,C234430897,0.0,0.0,1,0,0,0,0,1
16,31074.0,C2073757635,31074.0,0.0,C1899325653,0.0,31074.0,1,0,1,0,0,0
326,829645.3,C80183609,829645.3,0.0,C618118021,0.0,0.0,1,0,0,0,0,1
15,248056.41,C1055229266,248056.41,0.0,C1689170857,0.0,201427.47,1,0,1,0,0,0
157,813775.73,C798159363,813775.73,0.0,C808528635,0.0,39888.47,1,0,0,0,0,1
129,10154.21,C1625046422,0.0,0.0,M1789019539,0.0,0.0,0,0,0,0,1,0
226,272829.71,C2035260359,0.0,0.0,C1249997361,3556114.11,3771468.68,0,0,0,0,0,1
202,202753.3,C1465813461,82154.0,284907.3,C1994453768,264005.91,117246.12,0,0,0,0,0,0
131,113795.94,C655654026,0.0,0.0,C79588333,1391695.85,1505491.8,0,0,0,0,0,1
738,108240.74,C1417837233,108240.74,0.0,C2097692432,0.0,0.0,1,0,0,0,0,1
261,196561.69,C1238222970,196561.69,0.0,C1897803882,4186.45,200748.14,1,0,1,0,0,0
345,116940.32,C1197962253,116940.32,0.0,C119628721,0.0,0.0,1,0,0,0,0,1
739,176549.59,C591532921,176549.59,0.0,C1612941843,0.0,0.0,1,0,0,0,0,1
40,85377.97,C1835961233,2816.0,0.0,C407359248,905309.95,990687.93,0,0,1,0,0,0
160,360749.76,C886662804,360749.76,0.0,C1391856645,468005.41,828755.18,1,0,1,0,0,0
500,11715.53,C1739558652,0.0,0.0,M918408055,0.0,0.0,0,0,0,0,1,0
135,202286.01,C1938969518,22.0,0.0,C1066702180,231941.64,434227.65,0,0,1,0,0,0
159,301193.32,C2042509361,301193.32,0.0,C448102180,0.0,301193.32,1,0,1,0,0,0
403,3354.89,C803008656,56062.66,52707.77,M1779720468,0.0,0.0,0,0,0,0,1,0
300,264058.41,C519152863,264058.41,0.0,C987555684,0.0,0.0,1,0,0,0,0,1
260,4290.12,C996782879,112636.0,108345.88,M187061456,0.0,0.0,0,0,0,0,1,0
478,51183.25,C1783931496,51183.25,0.0,C10748060,0.0,0.0,1,0,0,0,0,1
212,128716.28,C2136812278,21040.0,0.0,C1106829218,0.0,128716.28,0,0,1,0,0,0
259,507521.42,C1428068885,507521.42,0.0,C883314013,0.0,0.0,1,0,0,0,0,1
39,14946.45,C592792249,50244.0,35297.55,M719330500,0.0,0.0,0,0,0,0,1,0
375,337010.69,C1145560816,0.0,0.0,C1837221295,517824.95,854835.64,0,0,1,0,0,0
399,15406.99,C999932830,88248.15,103655.14,C868103496,347370.72,331963.73,0,0,0,0,0,0
356,161284.07,C1499536280,167057.0,5772.93,C2026737081,808356.97,969641.03,0,0,1,0,0,0
205,309955.14,C210335383,158270.0,0.0,C1447622049,0.0,309955.14,0,0,1,0,0,0
395,335341.74,C1145455258,50292.0,385633.74,C357401100,1848859.8,1513518.06,0,0,0,0,0,0
402,362508.22,C132922759,0.0,0.0,C205487249,464225.7,826733.92,0,0,1,0,0,0
439,100840.93,C1044963294,100840.93,0.0,C503182041,0.0,0.0,1,0,0,0,0,1
46,585010.21,C878935318,585010.21,0.0,C2122554602,15969.08,600979.29,1,0,1,0,0,0
181,252189.32,C636129537,252189.32,0.0,C1515281371,0.0,0.0,1,0,0,0,0,1
142,73064.41,C627366177,73064.41,0.0,C1014517365,0.0,0.0,1,0,0,0,0,1
162,139940.45,C137897220,0.0,0.0,C664668790,2651075.58,2791016.02,0,0,1,0,0,0
185,61501.35,C1421198359,20709.0,82210.35,C125591213,0.0,0.0,0,0,0,0,0,0
121,43357.65,C91294902,43357.65,0.0,C995709534,0.0,0.0,1,0,0,0,0,1
576,511389.5,C399946871,511389.5,0.0,C529880237,0.0,511389.5,1,0,1,0,0,0
86,88649.1,C796414235,88649.1,0.0,C1743229382,2239755.86,2328404.96,1,0,1,0,0,0
205,89727.01,C1387991080,5034.0,0.0,C717257298,31337.14,121064.15,0,0,1,0,0,0
571,177862.3,C1392796264,338595.0,516457.3,C400435865,86.58,0.0,0,0,0,0,0,0
105,511379.9,C1440012977,511379.9,0.0,C644163395,3439249.7,3950629.6,1,0,1,0,0,0
499,705529.08,C722954269,705529.08,0.0,C1084850642,41951.21,747480.29,1,0,1,0,0,0
285,212975.59,C1972055697,212975.59,0.0,C796298418,1744147.16,1957122.75,1,0,1,0,0,0
324,17043.25,C992116228,8747.0,0.0,M912831450,0.0,0.0,0,0,0,0,1,0
232,7523.57,C2002890781,16004.0,8480.43,M1033491828,0.0,0.0,0,0,0,0,1,0
6,17246.0,C1034673425,17246.0,0.0,C1379589736,0.0,101717.84,1,0,0,0,0,1
565,325668.67,C126871882,325668.67,0.0,C1351249861,0.0,0.0,1,0,0,0,0,1
206,413981.07,C477630032,32013.0,445994.07,C1413545381,96397.71,0.0,0,0,0,0,0,0
718,376639.05,C1314499487,376639.05,0.0,C588423293,0.0,0.0,1,0,0,0,0,1
619,347893.16,C1743279167,347893.16,0.0,C538795916,0.0,0.0,1,0,0,0,0,1
413,341441.17,C570894780,341441.17,0.0,C1123063194,0.0,0.0,1,0,0,0,0,1
569,577301.73,C1081559148,577301.73,0.0,C1173891780,0.0,0.0,1,0,0,0,0,1
160,32872.0,C364430080,32872.0,0.0,C1690780304,0.0,0.0,1,0,0,0,0,1
20,97440.19,C1309345921,0.0,0.0,C2129501294,466915.6,564355.78,0,0,1,0,0,0
36,326884.31,C237051726,326884.31,0.0,C1684081981,0.0,0.0,1,0,0,0,0,1
13,59818.44,C437320983,0.0,0.0,C209477248,966763.4,793051.96,0,0,1,0,0,0
596,196385.55,C959692250,196385.55,0.0,C665462756,0.0,0.0,1,0,0,0,0,1
436,842554.02,C395534351,842554.02,0.0,C356600887,510821.19,1353375.21,1,0,1,0,0,0
139,15262.44,C269737751,0.0,0.0,C1531556242,21007.0,36269.44,0,0,0,0,0,1
650,230652.43,C821616305,230652.43,0.0,C1559145787,55063.86,285716.3,1,0,1,0,0,0
352,264386.78,C1600507905,0.0,0.0,C870227132,1813596.82,2077983.59,0,0,1,0,0,0
619,418971.0,C857807998,418971.0,0.0,C1174958725,0.0,0.0,1,0,0,0,0,1
300,101030.27,C1578593258,14566.0,115596.27,C1751450584,395287.55,294257.29,0,0,0,0,0,0
139,6968.41,C491578989,0.0,0.0,M1551405605,0.0,0.0,0,0,0,0,1,0
476,37394.15,C534886270,37394.15,0.0,C998024073,281667.87,319062.02,1,0,1,0,0,0
193,660746.19,C1587691701,660746.19,0.0,C437134310,0.0,0.0,1,0,0,0,0,1
452,624015.52,C523460795,624015.52,0.0,C64387721,0.0,624015.52,1,0,1,0,0,0
136,127031.34,C1788810149,348.0,0.0,C123012525,379739.17,506770.51,0,0,1,0,0,0
129,617668.37,C426002729,617668.37,0.0,C1313381818,108637.75,975065.21,1,0,1,0,0,0
534,136245.39,C104137128,136245.39,0.0,C1483261155,1080039.68,1216285.07,1,0,1,0,0,0
120,746518.21,C1049419908,746518.21,0.0,C713376763,0.0,0.0,1,0,0,0,0,1
13,166043.93,C594001829,6045.0,0.0,C656131767,1169021.81,1335065.74,0,0,1,0,0,0
260,106107.86,C1608907388,0.0,0.0,C1037665495,270080.69,376188.55,0,0,1,0,0,0
678,749316.7,C965198261,749316.7,0.0,C636887341,0.0,0.0,1,0,0,0,0,1
19,11219.52,C543752354,0.0,0.0,M1679993754,0.0,0.0,0,0,0,0,1,0
399,350017.08,C1207780583,350017.08,0.0,C777372784,0.0,0.0,1,0,0,0,0,1
140,586.84,C609596803,0.0,0.0,M1184906528,0.0,0.0,0,0,0,0,1,0
157,508459.81,C1532165159,0.0,0.0,C1642143139,1966739.67,2475199.48,0,0,1,0,0,0
327,16245.09,C1804079410,24966.0,8720.91,C1194115116,492588.47,508833.56,0,0,0,1,0,0
279,10189.23,C34490464,0.0,0.0,M1631328835,0.0,0.0,0,0,0,0,1,0
20,1708.79,C658531983,14907.0,13198.21,M1376752159,0.0,0.0,0,0,0,0,1,0
640,87698.36,C1054999314,87698.36,0.0,C2115677481,0.0,0.0,1,0,0,0,0,1
40,42527.18,C1683239608,1610.0,0.0,M131813423,0.0,0.0,0,0,0,0,1,0
