step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFlaggedFraud,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,isFraud
65,126690.14,126690.14,0.0,353834.29,480524.43,0,1,0,0,0,1
132,40485.75,243376.48,202890.74,0.0,0.0,0,0,0,1,0,0
36,819503.92,819503.92,0.0,0.0,0.0,0,0,0,0,1,1
44,35361.6,21032.0,0.0,677691.3,713052.9,0,1,0,0,0,0
683,73929.99,73929.99,0.0,1640832.48,1714762.47,0,1,0,0,0,1
387,143501.7,143501.7,0.0,794640.25,938141.95,0,1,0,0,0,1
138,61317.6,250867.75,312185.35,782261.96,519015.2,0,0,0,0,0,0
227,5874.6,21530.0,15655.4,0.0,0.0,0,0,0,1,0,0
692,701697.49,701697.49,0.0,680160.57,1381858.06,0,1,0,0,0,1
39,18887.0,18887.0,0.0,131489.74,150376.74,0,1,0,0,0,1
514,148074.76,0.0,0.0,347111.15,495185.91,0,1,0,0,0,0
97,707870.44,707870.44,0.0,14476.91,722347.36,0,1,0,0,0,1
558,4529.65,4529.65,0.0,293443.08,297972.73,0,1,0,0,0,1
206,81943.26,52095.0,0.0,1726430.62,1808373.88,0,1,0,0,0,0
73,193663.9,193663.9,0.0,0.0,193663.9,0,1,0,0,0,1
70,266766.78,266766.78,0.0,0.0,266766.78,0,1,0,0,0,1
141,263545.29,0.0,0.0,2623716.52,2887261.81,0,1,0,0,0,0
129,139210.23,139210.23,0.0,389208.21,528418.44,0,1,0,0,0,1
726,765104.94,765104.94,0.0,0.0,0.0,0,0,0,0,1,1
446,398041.98,398041.98,0.0,0.0,0.0,0,0,0,0,1,1
238,6487.12,45075.0,38587.88,0.0,0.0,0,0,0,1,0,0
54,438224.6,438224.6,0.0,320697.46,758922.05,0,1,0,0,0,1
231,119888.05,30810.0,0.0,1147188.76,1267076.81,0,1,0,0,0,0
141,207729.14,0.0,0.0,222942.57,430671.7,0,0,0,0,1,0
718,4706.53,9054.0,4347.47,0.0,0.0,0,0,0,1,0,0
278,293072.39,0.0,0.0,1982222.73,2275295.12,0,1,0,0,0,0
349,1998.38,0.0,0.0,0.0,0.0,0,0,0,1,0,0
9,361559.69,361559.69,0.0,0.0,141302.12,0,0,0,0,1,1
315,5863.97,5863.97,0.0,0.0,0.0,0,0,0,0,1,1
301,26764.55,25690.0,0.0,0.0,0.0,0,0,0,1,0,0
19,121254.75,11120.0,0.0,0.0,121254.75,0,1,0,0,0,0
442,9065.34,9065.34,0.0,0.0,0.0,0,0,0,0,1,1
115,530377.28,530377.28,0.0,232558.45,762935.73,0,1,0,0,0,1
715,212028.15,212028.15,0.0,0.0,0.0,0,0,0,0,1,1
467,269722.42,269722.42,0.0,0.0,0.0,0,0,0,0,1,1
306,103852.72,329773.09,225920.37,663685.79,767538.51,0,1,0,0,0,0
576,818639.22,818639.22,0.0,256864.44,1075503.66,0,1,0,0,0,1
277,79256.52,11466.0,0.0,265105.96,344362.48,0,1,0,0,0,0
138,92901.54,0.0,0.0,3627582.84,4567712.21,0,1,0,0,0,0
136,163862.14,0.0,0.0,1921349.01,2085211.15,0,1,0,0,0,0
426,118619.69,144167.0,262786.69,40813.9,0.0,0,0,0,0,0,0
406,9173.06,9173.06,0.0,0.0,0.0,0,0,0,0,1,1
18,63495.6,51807.0,0.0,0.0,104972.61,0,1,0,0,0,0
136,305809.03,50370.0,0.0,2259260.28,2565069.31,0,1,0,0,0,0
166,108220.57,22728.0,130948.57,61390.22,0.0,0,0,0,0,0,0
375,667733.81,667733.81,0.0,0.0,0.0,0,0,0,0,1,1
153,115535.52,115535.52,0.0,0.0,115535.52,0,1,0,0,0,1
436,513693.13,513693.13,0.0,0.0,0.0,0,0,0,0,1,1
551,407907.34,407907.34,0.0,0.0,0.0,0,0,0,0,1,1
182,166323.01,166323.01,0.0,0.0,166323.01,0,1,0,0,0,1
613,86002.09,86002.09,0.0,0.0,0.0,0,0,0,0,1,1
209,329156.43,329156.43,0.0,0.0,329156.43,0,1,0,0,0,1
371,308705.5,51472.0,0.0,104426.45,413131.95,0,1,0,0,0,0
188,277951.44,51290.0,0.0,708307.45,986258.89,0,1,0,0,0,0
343,540530.08,540530.08,0.0,0.0,0.0,0,0,0,0,1,1
40,85377.97,2816.0,0.0,905309.95,990687.93,0,1,0,0,0,0
731,81677.17,81677.17,0.0,0.0,0.0,0,0,0,0,1,1
177,155596.84,50929.0,206525.84,0.0,0.0,0,0,0,0,0,0
261,1952.09,22390.22,20438.13,0.0,0.0,0,0,0,1,0,0
236,5364.29,445265.2,439900.91,0.0,0.0,0,0,0,1,0,0
192,249892.52,0.0,0.0,845707.06,1095599.58,0,1,0,0,0,0
121,254440.83,254440.83,0.0,0.0,254440.83,0,1,0,0,0,1
406,8824.61,389082.0,380257.39,0.0,0.0,0,0,0,1,0,0
96,7695.33,19874.0,12178.67,0.0,0.0,0,0,0,1,0,0
185,88540.58,0.0,0.0,499944.6,588485.18,0,1,0,0,0,0
18,9131.0,9131.0,0.0,0.0,0.0,0,0,0,0,1,1
305,343853.68,10002.0,0.0,441232.77,785086.45,0,1,0,0,0,0
232,6244.43,0.0,0.0,0.0,0.0,0,0,0,1,0,0
358,22311.81,14766.38,0.0,0.0,0.0,0,0,0,1,0,0
155,363036.52,0.0,0.0,456401.02,819437.54,0,1,0,0,0,0
348,12132.66,124717.03,112584.38,0.0,0.0,0,0,0,1,0,0
279,601222.02,601222.02,0.0,0.0,0.0,0,0,0,0,1,1
163,163294.35,163294.35,0.0,0.0,0.0,0,0,0,0,1,1
290,559565.82,559565.82,0.0,310264.17,869829.99,0,1,0,0,0,1
482,132438.82,132438.82,0.0,0.0,0.0,0,0,0,0,1,1
232,237549.83,0.0,0.0,483634.68,721184.51,0,1,0,0,0,0
229,187728.55,520.0,0.0,0.0,187728.55,0,0,0,0,1,0
339,373531.87,373531.87,0.0,77985.49,451517.36,0,1,0,0,0,1
331,161859.16,161859.16,0.0,0.0,161859.16,0,1,0,0,0,1
205,154360.24,218.0,0.0,40053.42,194413.66,0,1,0,0,0,0
406,40013.19,40013.19,0.0,0.0,0.0,0,0,0,0,1,1
690,156468.18,0.0,0.0,194696.49,351164.66,0,1,0,0,0,0
25,781953.11,781953.11,0.0,0.0,0.0,0,0,0,0,1,1
204,2098.35,49554.0,47455.65,0.0,0.0,0,0,0,1,0,0
355,31219.5,51881.0,83100.5,72465.75,0.0,0,0,0,0,0,0
343,802417.45,802417.45,0.0,0.0,0.0,0,0,0,0,1,1
366,769619.59,769619.59,0.0,32332.95,801952.54,0,1,0,0,0,1
330,152268.69,0.0,0.0,847131.56,999400.25,0,1,0,0,0,0
229,4616.89,0.0,0.0,0.0,0.0,0,0,0,1,0,0
238,152763.69,460.0,0.0,1257919.63,1410683.32,0,1,0,0,0,0
19,28564.65,37844.0,9279.35,173568.1,336556.85,0,1,0,0,0,0
210,67116.06,301543.13,234427.07,102090.81,169206.87,0,1,0,0,0,0
608,388171.95,388171.95,0.0,0.0,388171.95,0,1,0,0,0,1
160,245428.96,0.0,0.0,1702672.88,2351531.03,0,1,0,0,0,0
408,398724.6,398724.6,0.0,0.0,0.0,0,0,0,0,1,1
380,43997.17,0.0,0.0,1587374.79,1631371.96,0,1,0,0,0,0
84,8380.79,8380.79,0.0,0.0,0.0,0,0,0,0,1,1
13,280551.15,0.0,0.0,2806215.55,3086766.7,0,1,0,0,0,0
163,50996.6,18027.0,0.0,0.0,50996.6,0,1,0,0,0,0
685,73110.82,73110.82,0.0,0.0,0.0,0,0,0,0,1,1
261,203172.91,0.0,0.0,885103.95,1088276.85,0,1,0,0,0,0
595,225086.73,95760.0,320846.73,1984589.78,1759503.06,0,0,0,0,0,0
415,23236.49,23236.49,0.0,0.0,0.0,0,0,0,0,1,1
163,70253.6,11928.0,82181.6,400273.0,330019.4,0,0,0,0,0,0
576,818639.22,818639.22,0.0,0.0,0.0,0,0,0,0,1,1
129,16356.9,0.0,0.0,0.0,0.0,0,0,0,1,0,0
578,190815.79,190815.79,0.0,0.0,0.0,0,0,0,0,1,1
352,75734.99,75734.99,0.0,3474246.35,3549981.33,0,1,0,0,0,1
3,10539.37,10539.37,0.0,0.0,0.0,0,0,0,0,1,1
544,412668.39,412668.39,0.0,0.0,0.0,0,0,0,0,1,1
47,355.82,93240.96,92885.14,0.0,0.0,0,0,0,1,0,0
372,85242.72,0.0,0.0,652872.03,738114.75,0,1,0,0,0,0
262,201281.36,201281.36,0.0,0.0,0.0,0,0,0,0,1,1
174,18887.22,18887.22,0.0,0.0,18887.22,0,1,0,0,0,1
304,46661.03,46661.03,0.0,0.0,0.0,0,0,0,0,1,1
282,24155.95,18498.61,0.0,0.0,0.0,0,0,0,1,0,0
262,68230.32,68230.32,0.0,0.0,0.0,0,0,0,0,1,1
378,116339.21,29722.0,0.0,1610661.04,1727000.25,0,1,0,0,0,0
38,360688.3,360688.3,0.0,0.0,360688.3,0,1,0,0,0,1
129,617668.37,617668.37,0.0,108637.75,975065.21,0,1,0,0,0,1
362,60314.32,60314.32,0.0,0.0,0.0,0,0,0,0,1,1
157,230926.32,22434.0,0.0,122473.67,353399.99,0,1,0,0,0,0
23,299.07,51723.29,51424.22,0.0,0.0,0,0,0,1,0,0
678,749316.7,749316.7,0.0,129235.97,878552.67,0,1,0,0,0,1
383,216588.84,200381.0,0.0,2444541.42,2661130.25,0,0,0,0,1,0
358,580299.37,0.0,0.0,639014.0,1219313.37,0,1,0,0,0,0
540,331061.34,561882.0,230820.66,1422417.22,1753478.55,0,0,0,0,1,0
365,31315.51,31315.51,0.0,3639775.06,3671090.58,0,1,0,0,0,1
33,31536.32,57956.0,26419.68,0.0,0.0,0,0,0,1,0,0
378,172218.51,0.0,0.0,1166627.91,1338846.42,0,0,0,0,1,0
381,75444.38,0.0,0.0,1094218.51,1169662.89,0,1,0,0,0,0
180,299885.94,0.0,0.0,4017371.58,4549613.04,0,1,0,0,0,0
348,11516.94,285303.4,273786.46,0.0,0.0,0,0,0,1,0,0
300,22075.36,152.0,0.0,0.0,0.0,0,0,0,1,0,0
400,34206.74,20712.0,0.0,0.0,0.0,0,0,0,1,0,0
250,169640.89,105071.0,0.0,164833.44,334474.33,0,1,0,0,0,0
17,178592.39,28416.0,207008.39,15411.0,0.0,0,0,0,0,0,0
567,175203.45,175203.45,0.0,0.0,0.0,0,0,0,0,1,1
613,86002.09,86002.09,0.0,0.0,86002.09,0,1,0,0,0,1
476,15565.87,43121.0,27555.13,0.0,0.0,0,0,0,1,0,0
292,38513.19,38513.19,0.0,90999.78,129512.97,0,1,0,0,0,1
532,254719.63,254719.63,0.0,0.0,254719.63,0,1,0,0,0,1
18,268912.01,10047.0,0.0,0.0,268912.01,0,1,0,0,0,0
11,135444.9,0.0,0.0,3275688.4,4088447.01,0,1,0,0,0,0
467,636942.02,636942.02,0.0,46336.09,683278.11,0,1,0,0,0,1
22,489767.32,489767.32,0.0,0.0,489767.32,0,1,0,0,0,1
154,421702.37,195.0,421897.37,0.0,0.0,0,0,0,0,0,0
228,255141.89,5895.0,0.0,1159208.88,1414350.76,0,1,0,0,0,0
161,56611.78,0.0,0.0,1948325.53,2004937.31,0,1,0,0,0,0
180,173309.11,173309.11,0.0,0.0,0.0,0,0,0,0,1,1
281,77341.15,22327.0,0.0,29758.07,107099.21,0,1,0,0,0,0
741,48442.88,48442.88,0.0,513746.19,562189.07,0,1,0,0,0,1
216,31358.72,31358.72,0.0,420767.03,452125.75,0,1,0,0,0,1
681,25559.53,10605.0,0.0,0.0,25559.53,0,1,0,0,0,0
455,542222.77,542222.77,0.0,0.0,0.0,0,0,0,0,1,1
80,62134.33,62134.33,0.0,509204.33,571338.66,0,1,0,0,0,1
371,96432.24,0.0,0.0,111327.7,207759.94,0,1,0,0,0,0
542,161804.68,161804.68,0.0,0.0,0.0,0,0,0,0,1,1
640,40867.66,40867.66,0.0,0.0,40867.66,0,1,0,0,0,1
279,110901.76,0.0,0.0,3005208.83,3116110.59,0,1,0,0,0,0
528,392767.71,392767.71,0.0,90169.81,482937.52,0,1,0,0,0,1
144,325732.34,325732.34,0.0,0.0,0.0,0,0,0,0,1,1
262,169319.72,0.0,0.0,430916.07,600235.79,0,1,0,0,0,0
159,474052.54,474052.54,0.0,0.0,0.0,0,0,0,0,1,1
280,3372.1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
281,80413.36,14887.0,0.0,0.0,80413.36,0,1,0,0,0,0
303,15361.67,152647.46,137285.8,0.0,0.0,0,0,0,1,0,0
22,37100.29,37100.29,0.0,433212.41,470312.7,0,1,0,0,0,1
247,76646.05,76646.05,0.0,0.0,0.0,0,0,0,0,1,1
307,64366.37,30737.0,95103.37,1091710.65,1027344.27,0,0,0,0,0,0
354,66550.0,66550.0,0.0,0.0,66550.0,0,1,0,0,0,1
284,800115.05,800115.05,0.0,0.0,0.0,0,0,0,0,1,1
583,333390.18,333390.18,0.0,0.0,0.0,0,0,0,0,1,1
136,14976.29,0.0,0.0,0.0,0.0,0,0,0,1,0,0
137,45830.35,297595.0,251764.65,116876.42,162706.78,0,1,0,0,0,0
528,181224.98,181224.98,0.0,0.0,0.0,0,0,0,0,1,1
157,32581.4,72695.82,40114.42,0.0,0.0,0,0,0,1,0,0
276,13050.55,0.0,0.0,0.0,0.0,0,0,0,1,0,0
39,238717.5,238717.5,0.0,601511.4,671690.05,0,1,0,0,0,1
194,651477.38,651477.38,0.0,0.0,0.0,0,0,0,0,1,1
356,18555.63,0.0,0.0,0.0,0.0,0,0,0,1,0,0
202,2432.24,1048.0,0.0,0.0,0.0,0,0,0,1,0,0
731,81677.17,81677.17,0.0,130887.69,212564.86,0,1,0,0,0,1
629,93884.26,93884.26,0.0,0.0,0.0,0,0,0,0,1,1
34,4276.57,118282.29,114005.72,0.0,0.0,0,0,0,1,0,0
156,1701.03,0.0,0.0,0.0,0.0,0,0,0,1,0,0
521,525155.79,525155.79,0.0,2665961.11,3191116.89,0,1,0,0,0,1
97,253498.36,253498.36,0.0,0.0,0.0,0,0,0,0,1,1
210,124800.87,50006.0,0.0,168429.06,293229.94,0,1,0,0,0,0
133,195140.31,5513.0,200653.31,15559.0,0.0,0,0,0,0,0,0
537,34238.2,34238.2,0.0,300369.39,334607.59,0,1,0,0,0,1
671,61505.06,61505.06,0.0,287479.07,348984.13,0,1,0,0,0,1
134,7813.16,42701.0,34887.84,329882.78,337695.94,0,1,0,0,0,0
118,897427.17,897427.17,0.0,0.0,0.0,0,0,0,0,1,1
186,232655.81,19829.0,0.0,1722633.98,1955289.79,0,1,0,0,0,0
263,4083.01,155.0,0.0,0.0,0.0,0,0,0,1,0,0
249,251968.64,94903.0,0.0,0.0,251968.64,0,1,0,0,0,0
279,11197.03,0.0,0.0,0.0,0.0,0,0,0,1,0,0
279,231161.48,231161.48,0.0,0.0,0.0,0,0,0,0,1,1
726,316882.94,316882.94,0.0,1049008.93,1365891.86,0,1,0,0,0,1
104,306833.41,306833.41,0.0,0.0,0.0,0,0,0,0,1,1
212,128716.28,21040.0,0.0,0.0,128716.28,0,1,0,0,0,0
203,503219.28,11596.0,0.0,588016.73,1091236.01,0,1,0,0,0,0
58,378688.65,378688.65,0.0,0.0,378688.65,0,1,0,0,0,1
307,181567.64,18939.0,200506.64,407082.19,225514.55,0,0,0,0,0,0
22,226221.95,0.0,0.0,525208.97,751430.91,0,0,0,0,1,0
136,1334.05,10078.0,8743.95,0.0,0.0,0,0,0,1,0,0
664,171935.25,171935.25,0.0,1659262.19,1831197.43,0,1,0,0,0,1
536,624686.04,624686.04,0.0,0.0,0.0,0,0,0,0,1,1
186,561149.9,561149.9,0.0,0.0,561149.9,0,1,0,0,0,1
453,134725.66,134725.66,0.0,0.0,0.0,0,0,0,0,1,1
274,138828.83,10759.0,0.0,330625.95,469454.77,0,1,0,0,0,0
317,493.28,493.28,0.0,0.0,0.0,0,0,0,0,1,1
582,181543.89,181543.89,0.0,0.0,181543.89,0,1,0,0,0,1
376,301168.07,7066.0,0.0,0.0,301168.07,0,1,0,0,0,0
538,37436.78,37436.78,0.0,0.0,37436.78,0,1,0,0,0,1
252,333311.41,0.0,0.0,864292.5,1197603.92,0,1,0,0,0,0
413,781.93,781.93,0.0,0.0,781.93,0,1,0,0,0,1
298,220717.03,361.0,221078.03,64038.57,0.0,0,0,0,0,0,0
130,5962.12,0.0,0.0,0.0,0.0,0,0,0,1,0,0
363,692895.24,692895.24,0.0,0.0,0.0,0,0,0,0,1,1
43,5307.68,0.0,0.0,0.0,0.0,0,0,0,1,0,0
585,470325.08,470325.08,0.0,0.0,470325.08,0,1,0,0,0,1
262,68230.32,68230.32,0.0,0.0,68230.32,0,1,0,0,0,1
188,165206.02,0.0,0.0,1130728.35,1295934.37,0,1,0,0,0,0
65,215.83,215.83,0.0,3563442.24,3563658.07,0,1,0,0,0,1
741,48442.88,48442.88,0.0,0.0,0.0,0,0,0,0,1,1
284,96490.61,220668.0,124177.39,0.0,96490.61,0,1,0,0,0,0
605,222213.27,222213.27,0.0,93400.12,315613.39,0,1,0,0,0,1
572,161016.65,161016.65,0.0,92806.24,253822.89,0,1,0,0,0,1
495,58737.53,58737.53,0.0,0.0,0.0,0,0,0,0,1,1
589,164296.85,164296.85,0.0,0.0,0.0,0,0,0,0,1,1
106,2231.46,2231.46,0.0,0.0,2231.46,0,1,0,0,0,1
258,171988.21,0.0,0.0,923891.31,1095879.52,0,1,0,0,0,0
330,61756.82,61756.82,0.0,191770.49,253527.31,0,1,0,0,0,1
117,149279.69,149279.69,0.0,229339.41,378619.1,0,1,0,0,0,1
18,1459.63,0.0,0.0,0.0,0.0,0,0,0,1,0,0
83,365099.76,365099.76,0.0,0.0,0.0,0,0,0,0,1,1
328,337810.17,337810.17,0.0,2016352.07,2354162.24,0,1,0,0,0,1
274,244115.6,20390.0,0.0,0.0,244115.6,0,1,0,0,0,0
152,102945.99,102945.99,0.0,2276404.45,2379350.44,0,1,0,0,0,1
466,104171.37,104171.37,0.0,0.0,0.0,0,0,0,0,1,1
378,85502.05,295624.95,381127.0,238243.71,152741.67,0,0,0,0,0,0
327,634385.97,634385.97,0.0,0.0,0.0,0,0,0,0,1,1
713,108779.53,108779.53,0.0,0.0,108779.53,0,1,0,0,0,1
252,27917.17,0.0,0.0,0.0,0.0,0,0,0,1,0,0
158,109904.32,372286.65,262382.32,514963.47,624867.79,0,1,0,0,0,0
367,902483.91,902483.91,0.0,2271023.91,3173507.82,0,1,0,0,0,1
138,8159.49,135359.0,127199.51,0.0,0.0,0,0,0,1,0,0
369,73767.61,11379.0,85146.61,1795513.35,1721745.74,0,0,0,0,0,0
486,143500.62,143500.62,0.0,0.0,0.0,0,0,0,0,1,1
522,545780.7,545780.7,0.0,0.0,545780.7,0,1,0,0,0,1
351,178344.25,178344.25,0.0,258287.9,436632.15,0,1,0,0,0,1
259,87963.93,140.0,0.0,116570.69,204534.62,0,1,0,0,0,0
68,281743.12,281743.12,0.0,0.0,0.0,0,0,0,0,1,1
137,28925.58,1037.0,0.0,559044.41,587969.99,0,1,0,0,0,0
181,19786.4,19348.67,0.0,0.0,0.0,0,0,0,1,0,0
84,351912.04,351912.04,0.0,196753.09,548665.13,0,1,0,0,0,1
352,110274.89,0.0,0.0,832242.13,942517.02,0,1,0,0,0,0
18,8181.96,0.0,0.0,0.0,0.0,0,0,0,1,0,0
611,40873.25,40873.25,0.0,905220.62,946093.88,0,1,0,0,0,1
160,69324.57,49789.0,0.0,2943715.38,3013039.95,0,1,0,0,0,0
12,249625.74,0.0,0.0,1096800.86,1416154.08,0,1,0,0,0,0
139,15262.44,0.0,0.0,21007.0,36269.44,0,0,0,0,1,0
332,571559.1,409829.56,981388.65,811468.6,239909.5,0,0,0,0,0,0
235,195000.29,171.0,0.0,1153467.3,1348467.59,0,1,0,0,0,0
237,187603.69,97148.0,0.0,0.0,187603.69,0,1,0,0,0,0
313,2916.57,181945.0,179028.43,0.0,0.0,0,0,0,1,0,0
136,564799.78,39446.0,0.0,0.0,564799.78,0,0,0,0,1,0
312,15189.74,29211.0,14021.26,0.0,0.0,0,0,0,1,0,0
372,4609.64,0.0,0.0,33717.17,38326.81,0,1,0,0,0,0
355,883366.69,883366.69,0.0,0.0,0.0,0,0,0,0,1,1
704,339152.24,339152.24,0.0,0.0,0.0,0,0,0,0,1,1
166,49966.72,49966.72,0.0,0.0,0.0,0,0,0,0,1,1
403,91916.87,0.0,0.0,1053230.75,1145147.62,0,0,0,0,1,0
236,155844.83,222.0,156066.83,0.0,0.0,0,0,0,0,0,0
385,617882.66,617882.66,0.0,0.0,0.0,0,0,0,0,1,1
608,136331.05,136331.05,0.0,0.0,136331.05,0,1,0,0,0,1
234,93066.81,21022.0,0.0,0.0,93066.81,0,1,0,0,0,0
302,26362.22,0.0,0.0,70199.15,96561.37,0,1,0,0,0,0
273,27059.86,27059.86,0.0,0.0,0.0,0,0,0,0,1,1
36,69115.83,513898.0,444782.17,456471.68,978226.32,0,1,0,0,0,0
600,612229.86,612229.86,0.0,0.0,0.0,0,0,0,0,1,1
44,228524.18,143.0,0.0,2319817.89,2548342.06,0,1,0,0,0,0
395,386906.37,0.0,0.0,1521373.9,1908280.27,0,1,0,0,0,0
158,210127.74,102855.0,0.0,26694.05,236821.79,0,1,0,0,0,0
45,68223.85,0.0,0.0,646171.2,714395.05,0,1,0,0,0,0
321,38822.91,54304.0,93126.91,69426.55,30603.64,0,0,0,0,0,0
532,254719.63,254719.63,0.0,0.0,0.0,0,0,0,0,1,1
256,6056.75,0.0,0.0,1871748.36,1877805.11,0,1,0,0,0,0
393,290198.92,290198.92,0.0,0.0,290198.92,0,1,0,0,0,1
184,44580.58,0.0,0.0,514665.79,559246.37,0,1,0,0,0,0
138,13122.8,12711.58,0.0,0.0,0.0,0,0,0,1,0,0
46,35016.23,35016.23,0.0,65435.34,100451.57,0,1,0,0,0,1
642,450060.37,450060.37,0.0,100205.45,550265.82,0,1,0,0,0,1
348,264213.93,0.0,0.0,837245.17,1101459.1,0,1,0,0,0,0
140,186836.78,0.0,0.0,787306.12,974142.9,0,1,0,0,0,0
638,249017.98,249017.98,0.0,192109.7,441127.69,0,1,0,0,0,1
364,34162.97,34162.97,0.0,0.0,0.0,0,0,0,0,1,1
162,753021.49,0.0,0.0,983816.59,1736838.08,0,0,0,0,1,0
155,304540.07,633277.5,328737.43,1620969.77,1925509.83,0,1,0,0,0,0
692,163490.28,163490.28,0.0,0.0,163490.28,0,1,0,0,0,1
132,11277.94,71092.0,59814.06,0.0,0.0,0,0,0,1,0,0
40,42527.18,1610.0,0.0,0.0,0.0,0,0,0,1,0,0
710,29876.91,29702.0,0.0,138083.87,167960.77,0,0,0,0,1,0
376,57450.65,0.0,0.0,83284.81,140735.46,0,1,0,0,0,0
372,299172.82,299172.82,0.0,45633.0,269864.44,0,1,0,0,0,1
167,2644.06,0.0,0.0,0.0,0.0,0,0,0,1,0,0
56,530733.43,530733.43,0.0,233066.99,763800.42,0,1,0,0,0,1
299,213702.87,83736.0,297438.87,654353.94,440651.07,0,0,0,0,0,0
657,24853.41,24853.41,0.0,0.0,0.0,0,0,0,0,1,1
647,64202.85,64202.85,0.0,0.0,0.0,0,0,0,0,1,1
383,150406.91,150406.91,0.0,1903051.04,2053457.95,0,1,0,0,0,1
159,171823.71,13136.0,0.0,485169.45,202368.58,0,1,0,0,0,0
284,7028.57,9864.0,2835.43,0.0,0.0,0,0,0,1,0,0
211,96691.94,0.0,0.0,299854.67,396546.61,0,1,0,0,0,0
298,306939.76,4427.0,0.0,201147.64,508087.39,0,1,0,0,0,0
333,4020.85,9771.0,5750.15,0.0,0.0,0,0,0,1,0,0
246,14343.03,14343.03,0.0,2842416.71,2856759.75,0,1,0,0,0,1
397,98023.03,20399.0,118422.03,185231.98,87208.95,0,0,0,0,0,0
163,10126.33,15892.0,5765.67,0.0,0.0,0,0,0,1,0,0
404,208640.74,15737.0,224377.74,2584743.13,2376102.39,0,0,0,0,0,0
318,688473.32,688473.32,0.0,0.0,0.0,0,0,0,0,1,1
414,298384.21,298384.21,0.0,0.0,0.0,0,0,0,0,1,1
564,30245.46,30245.46,0.0,178594.07,208839.53,0,1,0,0,0,1
537,34238.2,34238.2,0.0,0.0,0.0,0,0,0,0,1,1
39,238717.5,238717.5,0.0,0.0,0.0,0,0,0,0,1,1
510,844348.52,844348.52,0.0,37158.79,881507.31,0,1,0,0,0,1
347,12049.35,212724.84,200675.49,0.0,0.0,0,0,0,1,0,0
38,4985.39,207493.71,202508.32,0.0,0.0,0,0,0,1,0,0
30,122235.11,122235.11,0.0,0.0,0.0,0,0,0,0,1,1
277,22896.04,10725.0,0.0,2072052.4,2094948.44,0,1,0,0,0,0
47,61487.67,61487.67,0.0,0.0,61487.67,0,1,0,0,0,1
673,145067.24,145067.24,0.0,1415212.22,1560279.46,0,1,0,0,0,1
321,35353.49,310106.08,274752.59,0.0,0.0,0,0,0,1,0,0
405,94324.22,41449.0,135773.22,35215.21,0.0,0,0,0,0,0,0
196,553399.25,553399.25,0.0,0.0,0.0,0,0,0,0,1,1
578,736677.36,736677.36,0.0,0.0,0.0,0,0,0,0,1,1
110,93732.16,93732.16,0.0,131244.99,224977.15,0,1,0,0,0,1
130,201988.55,201988.55,0.0,0.0,201988.55,0,1,0,0,0,1
282,181647.66,181647.66,0.0,0.0,0.0,0,0,0,0,1,1
235,7347.24,0.0,0.0,0.0,0.0,0,0,0,1,0,0
610,298754.96,298754.96,0.0,0.0,0.0,0,0,0,0,1,1
231,2000.98,0.0,0.0,0.0,0.0,0,0,0,1,0,0
329,982.7,52438.0,51455.3,0.0,0.0,0,0,0,1,0,0
307,7418.67,0.0,0.0,0.0,0.0,0,0,0,1,0,0
325,817736.74,0.0,0.0,2440749.79,3258486.53,0,0,0,0,1,0
614,424700.99,424700.99,0.0,0.0,0.0,0,0,0,0,1,1
252,20813.51,28236.0,7422.49,0.0,0.0,0,0,0,1,0,0
250,70025.96,0.0,0.0,2116354.73,2186380.69,0,1,0,0,0,0
165,12455.43,297048.32,284592.89,0.0,0.0,0,0,0,1,0,0
35,449163.0,12447.0,0.0,0.0,449163.0,0,1,0,0,0,0
164,24353.09,66373.0,42019.91,0.0,24353.09,0,1,0,0,0,0
186,2671.26,296.0,0.0,7690.96,10362.22,0,1,0,0,0,0
95,33676.59,33676.59,0.0,0.0,33676.59,0,1,0,0,0,1
181,410299.86,410299.86,0.0,53516.34,463816.19,0,1,0,0,0,1
22,11040.05,0.0,0.0,0.0,0.0,0,0,0,1,0,0
566,1828.6,1828.6,0.0,0.0,0.0,0,0,0,0,1,1
362,13667.37,82101.34,68433.97,0.0,0.0,0,0,0,1,0,0
179,13527.45,104035.0,90507.55,0.0,0.0,0,0,0,1,0,0
653,128440.4,128440.4,0.0,0.0,0.0,0,0,0,0,1,1
288,271458.16,0.0,0.0,314074.61,585532.77,0,1,0,0,0,0
374,7466.12,7466.12,0.0,0.0,7466.12,0,1,0,0,0,1
493,144452.14,144452.14,0.0,0.0,0.0,0,0,0,0,1,1
573,182927.08,182927.08,0.0,0.0,0.0,0,0,0,0,1,1
709,14148.64,14148.64,0.0,79499.16,93647.8,0,1,0,0,0,1
40,7887.75,7887.75,0.0,0.0,0.0,0,0,0,0,1,1
596,381247.3,381247.3,0.0,0.0,0.0,0,0,0,0,1,1
472,653983.93,653983.93,0.0,0.0,0.0,0,0,0,0,1,1
550,85303.24,85303.24,0.0,0.0,85303.24,0,1,0,0,0,1
35,167108.95,0.0,0.0,554033.67,721142.62,0,0,0,0,1,0
281,3423.36,0.0,0.0,0.0,0.0,0,0,0,1,0,0
415,37766.23,37766.23,0.0,0.0,0.0,0,0,0,0,1,1
